Date,Open,High,Low,Close,Adj Close,Volume,SMA5,SMA25,SMA75,RecentVolume,VolumeMA,FTD,FTD_POS,R_FTD,R_FTD_POS
1992-01-02,3152.10009765625,3172.6298828125,3139.31005859375,3172.39990234375,3172.39990234375,23550000,3172.39990234375,3172.39990234375,3172.39990234375,0.0,23550000.0,False,,False,
1992-01-03,3172.39990234375,3210.639892578125,3165.919921875,3201.5,3201.5,23620000,3186.949951171875,3186.949951171875,3186.949951171875,23550000.0,23585000.0,False,,False,
1992-01-06,3201.5,3213.330078125,3191.860107421875,3200.10009765625,3200.10009765625,27280000,3191.3333333333335,3191.3333333333335,3191.3333333333335,23620000.0,24816666.666666668,False,,False,
1992-01-07,3200.10009765625,3210.199951171875,3184.47998046875,3204.800048828125,3204.800048828125,25510000,3194.7000122070312,3194.7000122070312,3194.7000122070312,27280000.0,24990000.0,False,,False,
1992-01-08,3204.800048828125,3229.199951171875,3185.820068359375,3203.89990234375,3203.89990234375,29040000,3196.539990234375,3196.539990234375,3196.539990234375,25510000.0,25800000.0,False,,False,
1992-01-09,3203.89990234375,3228.31005859375,3192.75,3209.5,3209.5,29820000,3203.960009765625,3198.699991861979,3198.699991861979,29040000.0,26470000.0,False,,False,
1992-01-10,3209.5,3217.1298828125,3185.3798828125,3199.5,3199.5,23440000,3203.560009765625,3198.814278738839,3198.814278738839,29820000.0,26037142.85714286,False,,False,
1992-01-13,3199.5,3201.25,3179.110107421875,3185.60009765625,3185.60009765625,19300000,3200.660009765625,3197.1625061035156,3197.1625061035156,23440000.0,25195000.0,False,,False,
1992-01-14,3185.60009765625,3248.8798828125,3182.919921875,3246.199951171875,3246.199951171875,24220000,3208.939990234375,3202.6111111111113,3202.6111111111113,19300000.0,25086666.666666668,True,3167.005322265625,False,
1992-01-15,3246.199951171875,3263.419921875,3232.110107421875,3258.5,3258.5,29560000,3219.860009765625,3208.2,3208.2,24220000.0,25534000.0,False,,False,
1992-01-16,3258.5,3262.75,3222.050048828125,3249.60009765625,3249.60009765625,38100000,3227.880029296875,3211.9636452414775,3211.9636452414775,29560000.0,26676363.636363637,False,,False,
1992-01-17,3249.60009765625,3279.9599609375,3243.2900390625,3265.0,3265.0,39780000,3240.980029296875,3216.383341471354,3216.383341471354,38100000.0,27768333.333333332,False,,False,
1992-01-20,3265.0,3269.89990234375,3245.080078125,3254.0,3254.0,18190000,3254.660009765625,3219.2769305889424,3219.2769305889424,39780000.0,27031538.46153846,False,,False,
1992-01-21,3254.0,3254.469970703125,3215.340087890625,3223.39990234375,3223.39990234375,24160000,3250.1,3219.5714285714284,3219.5714285714284,18190000.0,26826428.57142857,False,,False,
1992-01-22,3223.39990234375,3256.0400390625,3216.909912109375,3255.800048828125,3255.800048828125,21590000,3249.560009765625,3221.986669921875,3221.986669921875,24160000.0,26477333.333333332,False,,False,
1992-01-23,3255.800048828125,3266.989990234375,3222.93994140625,3226.699951171875,3226.699951171875,22140000,3244.97998046875,3222.28125,3222.28125,21590000.0,26206250.0,False,,False,
1992-01-24,3226.699951171875,3248.429931640625,3216.679931640625,3232.800048828125,3232.800048828125,22600000,3238.539990234375,3222.9000028722426,3222.9000028722426,22140000.0,25994117.647058822,False,,False,
1992-01-27,3232.800048828125,3246.64990234375,3230.550048828125,3240.60009765625,3240.60009765625,19110000,3235.860009765625,3223.883341471354,3223.883341471354,22600000.0,25611666.666666668,False,,False,
1992-01-28,3240.60009765625,3275.489990234375,3239.93994140625,3272.10009765625,3272.10009765625,24960000,3245.600048828125,3226.4210654810854,3226.4210654810854,19110000.0,25577368.42105263,False,,False,
1992-01-29,3272.10009765625,3299.18994140625,3218.469970703125,3225.0,3225.0,32500000,3239.4400390625,3226.3500122070313,3226.3500122070313,24960000.0,25923500.0,False,,False,
1992-01-30,3225.0,3247.320068359375,3216.010009765625,3244.89990234375,3244.89990234375,22080000,3243.080029296875,3227.2333403087796,3227.2333403087796,32500000.0,25740476.19047619,False,,False,
1992-01-31,3244.89990234375,3255.3701171875,3222.719970703125,3223.39990234375,3223.39990234375,20610000,3241.2,3227.059093128551,3227.059093128551,22080000.0,25507272.727272727,False,,False,
1992-02-03,3223.39990234375,3239.0400390625,3213.550048828125,3234.10009765625,3234.10009765625,18860000,3239.9,3227.36522376019,3227.36522376019,20610000.0,25218260.86956522,False,,False,
1992-02-04,3234.10009765625,3272.81005859375,3229.429931640625,3272.800048828125,3272.800048828125,23970000,3240.039990234375,3229.258341471354,3229.258341471354,18860000.0,25166250.0,False,,False,
1992-02-05,3272.800048828125,3282.199951171875,3251.7900390625,3257.60009765625,3257.60009765625,27360000,3246.560009765625,3230.39201171875,3230.39201171875,23970000.0,25254000.0,False,,False,
1992-02-06,3257.60009765625,3265.64990234375,3238.60009765625,3255.60009765625,3255.60009765625,20490000,3248.700048828125,3233.72001953125,3231.361553485577,27360000.0,25070769.230769232,False,,False,
1992-02-07,3255.60009765625,3269.89990234375,3207.9599609375,3225.39990234375,3225.39990234375,21660000,3249.100048828125,3234.676015625,3231.140751591435,20490000.0,24944444.444444444,False,,False,
1992-02-10,3225.39990234375,3247.989990234375,3223.840087890625,3245.10009765625,3245.10009765625,16100000,3251.300048828125,3236.476015625,3231.6392996651784,21660000.0,24628571.42857143,False,,False,
1992-02-11,3245.10009765625,3259.6201171875,3236.139892578125,3251.60009765625,3251.60009765625,23400000,3247.06005859375,3238.348017578125,3232.327603044181,16100000.0,24586206.896551725,False,,False,
1992-02-12,3251.60009765625,3286.0,3244.6298828125,3276.800048828125,3276.800048828125,21580000,3250.900048828125,3241.2640234375,3233.810017903646,23400000.0,24486000.0,False,,False,
