Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA5,SMA25,SMA75,RecentVolume,VolumeMA,FTD,FTD_POS,R_FTD,R_FTD_POS
1980-01-04 00:00:00+09:00,6560.16015625,6560.16015625,6560.16015625,6560.16015625,0,0.0,0.0,6560.16015625,6560.16015625,6560.16015625,0.0,0.0,False,,False,
1980-01-07 00:00:00+09:00,6552.64990234375,6552.64990234375,6552.64990234375,6552.64990234375,0,0.0,0.0,6556.405029296875,6556.405029296875,6556.405029296875,0.0,0.0,False,,False,
1980-01-08 00:00:00+09:00,6563.27978515625,6563.27978515625,6563.27978515625,6563.27978515625,0,0.0,0.0,6558.696614583333,6558.696614583333,6558.696614583333,0.0,0.0,False,,False,
1980-01-09 00:00:00+09:00,6591.830078125,6591.830078125,6591.830078125,6591.830078125,0,0.0,0.0,6566.97998046875,6566.97998046875,6566.97998046875,0.0,0.0,False,,False,
1980-01-10 00:00:00+09:00,6594.009765625,6594.009765625,6594.009765625,6594.009765625,0,0.0,0.0,6572.3859375,6572.3859375,6572.3859375,0.0,0.0,False,,False,
1980-01-11 00:00:00+09:00,6615.509765625,6615.509765625,6615.509765625,6615.509765625,0,0.0,0.0,6583.455859375,6579.5732421875,6579.5732421875,0.0,0.0,False,,False,
1980-01-14 00:00:00+09:00,6659.5498046875,6659.5498046875,6659.5498046875,6659.5498046875,0,0.0,0.0,6604.83583984375,6590.998465401785,6590.998465401785,0.0,0.0,False,,False,
1980-01-16 00:00:00+09:00,6653.259765625,6653.259765625,6653.259765625,6653.259765625,0,0.0,0.0,6622.8318359375,6598.7811279296875,6598.7811279296875,0.0,0.0,False,,False,
1980-01-17 00:00:00+09:00,6656.2998046875,6656.2998046875,6656.2998046875,6656.2998046875,0,0.0,0.0,6635.72578125,6605.172092013889,6605.172092013889,0.0,0.0,False,,False,
1980-01-18 00:00:00+09:00,6649.2998046875,6649.2998046875,6649.2998046875,6649.2998046875,0,0.0,0.0,6646.7837890625,6609.58486328125,6609.58486328125,0.0,0.0,False,,False,
1980-01-21 00:00:00+09:00,6666.27001953125,6666.27001953125,6666.27001953125,6666.27001953125,0,0.0,0.0,6656.93583984375,6614.738059303977,6614.738059303977,0.0,0.0,False,,False,
1980-01-22 00:00:00+09:00,6684.58984375,6684.58984375,6684.58984375,6684.58984375,0,0.0,0.0,6661.94384765625,6620.5590413411455,6620.5590413411455,0.0,0.0,False,,False,
1980-01-23 00:00:00+09:00,6694.18994140625,6694.18994140625,6694.18994140625,6694.18994140625,0,0.0,0.0,6670.1298828125,6626.2229567307695,6626.2229567307695,0.0,0.0,False,,False,
1980-01-24 00:00:00+09:00,6746.93017578125,6746.93017578125,6746.93017578125,6746.93017578125,0,0.0,0.0,6688.25595703125,6634.84490094866,6634.84490094866,0.0,0.0,False,,False,
1980-01-25 00:00:00+09:00,6767.7099609375,6767.7099609375,6767.7099609375,6767.7099609375,0,0.0,0.0,6711.93798828125,6643.702571614584,6643.702571614584,0.0,0.0,False,,False,
1980-01-28 00:00:00+09:00,6763.60986328125,6763.60986328125,6763.60986328125,6763.60986328125,0,0.0,0.0,6731.40595703125,6651.19677734375,6651.19677734375,0.0,0.0,False,,False,
1980-01-29 00:00:00+09:00,6770.830078125,6770.830078125,6770.830078125,6770.830078125,0,0.0,0.0,6748.65400390625,6658.234030330882,6658.234030330882,0.0,0.0,False,,False,
1980-01-30 00:00:00+09:00,6776.60009765625,6776.60009765625,6776.60009765625,6776.60009765625,0,0.0,0.0,6765.13603515625,6664.809922960069,6664.809922960069,0.0,0.0,False,,False,
1980-01-31 00:00:00+09:00,6768.16015625,6768.16015625,6768.16015625,6768.16015625,0,0.0,0.0,6769.38203125,6670.2494089226975,6670.2494089226975,0.0,0.0,False,,False,
1980-02-01 00:00:00+09:00,6777.64013671875,6777.64013671875,6777.64013671875,6777.64013671875,0,0.0,0.0,6771.36806640625,6675.6189453125,6675.6189453125,0.0,0.0,False,,False,
1980-02-04 00:00:00+09:00,6794.2099609375,6794.2099609375,6794.2099609375,6794.2099609375,0,0.0,0.0,6777.4880859375,6681.2661365327385,6681.2661365327385,0.0,0.0,False,,False,
1980-02-05 00:00:00+09:00,6765.1201171875,6765.1201171875,6765.1201171875,6765.1201171875,0,0.0,0.0,6776.34609375,6685.077681107955,6685.077681107955,0.0,0.0,False,,False,
1980-02-06 00:00:00+09:00,6800.330078125,6800.330078125,6800.330078125,6800.330078125,0,0.0,0.0,6781.09208984375,6690.088654891304,6690.088654891304,0.0,0.0,False,,False,
1980-02-07 00:00:00+09:00,6795.6201171875,6795.6201171875,6795.6201171875,6795.6201171875,0,0.0,0.0,6786.58408203125,6694.4857991536455,6694.4857991536455,0.0,0.0,False,,False,
1980-02-08 00:00:00+09:00,6816.02978515625,6816.02978515625,6816.02978515625,6816.02978515625,0,0.0,0.0,6794.26201171875,6699.34755859375,6699.34755859375,0.0,0.0,False,,False,
1980-02-12 00:00:00+09:00,6828.0498046875,6828.0498046875,6828.0498046875,6828.0498046875,0,0.0,0.0,6801.02998046875,6710.06314453125,6704.297644981971,0.0,0.0,False,,False,
1980-02-13 00:00:00+09:00,6835.990234375,6835.990234375,6835.990234375,6835.990234375,0,0.0,0.0,6815.20400390625,6721.3967578125,6709.175148292824,0.0,0.0,False,,False,
1980-02-14 00:00:00+09:00,6839.85986328125,6839.85986328125,6839.85986328125,6839.85986328125,0,0.0,0.0,6823.1099609375,6732.4599609375,6713.84245954241,0.0,0.0,False,,False,
1980-02-15 00:00:00+09:00,6827.7099609375,6827.7099609375,6827.7099609375,6827.7099609375,0,0.0,0.0,6829.5279296875,6741.89515625,6717.768925107759,0.0,0.0,False,,False,
1980-02-18 00:00:00+09:00,6756.60009765625,6756.60009765625,6756.60009765625,6756.60009765625,0,0.0,0.0,6817.6419921875,6748.39876953125,6719.063297526041,0.0,0.0,False,,False,
1980-02-19 00:00:00+09:00,6763.08984375,6763.08984375,6763.08984375,6763.08984375,0,0.0,0.0,6804.65,6754.30197265625,6720.483508694557,0.0,0.0,False,,False,
1980-02-20 00:00:00+09:00,6806.009765625,6806.009765625,6806.009765625,6806.009765625,0,0.0,0.0,6798.65390625,6760.16037109375,6723.156204223633,0.0,0.0,False,,False,
1980-02-21 00:00:00+09:00,6776.509765625,6776.509765625,6776.509765625,6776.509765625,0,0.0,0.0,6785.98388671875,6765.09037109375,6724.772978811553,0.0,0.0,False,,False,
1980-02-22 00:00:00+09:00,6783.22021484375,6783.22021484375,6783.22021484375,6783.22021484375,0,0.0,0.0,6777.0859375,6770.1671875,6726.492015165441,0.0,0.0,False,,False,
1980-02-25 00:00:00+09:00,6751.2900390625,6751.2900390625,6751.2900390625,6751.2900390625,0,0.0,0.0,6776.02392578125,6774.246796875,6727.200530133929,0.0,0.0,False,,False,
1980-02-26 00:00:00+09:00,6739.43017578125,6739.43017578125,6739.43017578125,6739.43017578125,0,0.0,0.0,6771.2919921875,6777.173203125,6727.5402425130205,0.0,0.0,False,,False,
1980-02-27 00:00:00+09:00,6777.33984375,6777.33984375,6777.33984375,6777.33984375,0,0.0,0.0,6765.5580078125,6780.883203125,6728.8861776815875,0.0,0.0,False,,False,
1980-02-28 00:00:00+09:00,6743.990234375,6743.990234375,6743.990234375,6743.990234375,0,0.0,0.0,6759.0541015625,6782.87521484375,6729.28365285773,0.0,0.0,False,,False,
1980-02-29 00:00:00+09:00,6764.89013671875,6764.89013671875,6764.89013671875,6764.89013671875,0,0.0,0.0,6755.3880859375,6783.59361328125,6730.1966396233975,0.0,0.0,False,,False,
1980-03-03 00:00:00+09:00,6793.56005859375,6793.56005859375,6793.56005859375,6793.56005859375,0,0.0,0.0,6763.84208984375,6784.6276171875,6731.780725097657,0.0,0.0,False,,False,
1980-03-04 00:00:00+09:00,6778.27001953125,6778.27001953125,6778.27001953125,6778.27001953125,0,0.0,0.0,6771.61005859375,6785.2140234375,6732.9146103277435,0.0,0.0,False,,False,
1980-03-05 00:00:00+09:00,6794.0400390625,6794.0400390625,6794.0400390625,6794.0400390625,0,0.0,0.0,6774.95009765625,6786.142421875,6734.369977678572,0.0,0.0,False,,False,
